Text,texts
2014-03-14 04:56:57 +0000
id,text,title,word_ids,url,genre_id,subgenre_id,lang_id,memo,dbId,created_at_mill,updated_at_mill,created_at,updated_at
84,"半翅目（學名：Hemiptera）屬於昆蟲綱，全世界約有133科、超過6萬種，由兩個亞目所組成：異翅亞目和同翅亞目。異翅亞目包括椿象、水黽、紅娘華、水螳螂等；同翅亞目包括蟬、沫蟬、蚜蟲等昆蟲。目前的半翅目分類仍有爭議，同翅目原先被視為獨立的目，許多地方也仍將半翅目和同翅目視為不同目。

半翅目的成蟲和若蟲都有吸管狀的口器，牠們大部份是吸取植物汁液，但有些種類會吸取動物或昆蟲的體液，甚至於成為其他半翅目的獵食者。",半翅目（學名：Hemiptera）屬於昆蟲綱，全世界約有133,,http://zh.m.wikipedia.org/wiki/半翅目,0,0,1,"",0,1375478192821,1375478192821,2013-08-02 21:16:32 UTC,2013-08-02 21:16:32 UTC
85,"昆虫在分类学上属于昆虫纲（学名Insecta），是世界上最繁盛的动物，已发现超過75万种[1]。其中單鞘翅目（Coleoptera）中所含的種數就比其它所有動物界中的種數還多。昆字原作䖵[2]。

昆虫的构造有异于脊椎动物，它们的身体并没有内骨骼的支持，外裹一层由几丁质（英文 chitin）构成的壳。这层壳会分节以利于运动，犹如骑士的甲胄。

昆虫在生物圈中扮演着很重要的角色。虫媒花需要得到昆虫的帮助，才能传播花粉。而蜜蜂采集的蜂蜜，也是人们喜欢的食品之一。在东南亚和南美的一些地方，昆虫本身就是当地人的食品。

但昆虫也可能對人類產生威脅，如蝗虫和白蟻。而有一些昆虫，例如蚊子，还是疾病的传播者。

有一些昆蟲能夠藉由毒液或是叮咬會對人類造成傷害，例如虎頭蜂在有人入侵地盤時會以螫針注入毒液等。",昆虫在分类学上属于昆虫纲（学名Insecta），是世界上最繁盛,,http://zh.m.wikipedia.org/wiki/昆蟲綱,0,0,1,NEXT: 而蜜蜂采集的 /,0,1375974022726,1375974022727,2013-08-02 22:08:55 UTC,2013-08-08 15:00:22 UTC
92,"Calera’s process for CO2 reduction involves the capture of CO2 gas from industrial emitting sources and converting the CO2 into a novel calcium carbonate cement system that can be used to make a variety of valuable products. Calera’s focus is on the manufacture of building materials and more specifically, novel board products from Calera’s novel cement system. Calera’s process removes CO2 from emitting sources without having to concentrate the CO2 and converts the gas into a solid form of calcium carbonate thereby permanently sequestering the CO2. The Calera process is unique in that environmental sustainability is coupled with economic sustainability and is a CO2 capture and conversion technology that turns CO2 into a profitable feedstock.",Calera’s process for CO2 reduct,,http://www.calera.com/site/beneficial-reuse-of-co2/process.html,0,0,4,DONE,0,1376972429595,1376972429596,2013-08-20 04:16:46 UTC,2013-08-20 04:20:29 UTC
86,"釣魚台列嶼是位於東海南部、琉球群島－沖繩群島西部，八重山群島北部，中國-琉球界溝西北側，台灣以北的一组群島。日本稱為尖閣諸島（日语：尖閣諸島／せんかくしょとう），琉球語則稱為「魚釣諸島」（ユクン･クバジマ[4]）。其包括釣魚台、黃尾嶼、赤尾嶼、南小島、北小島及其它一些岩礁，與中國大陸和台灣本島位處同一大陸棚[5]，總陸地面積約6.1636－7平方公里，主島釣魚台約3.82－4.38平方公里（潮差變化），主島約是龜山島的1.3倍大。

釣魚台列嶼各島泥土不厚、風浪較大，仅主島釣魚台有淡水溪流，島上1945年以后無人居住，現各島均為無人島[6][7]。

中國文獻記載釣魚台列嶼是在明朝或更早發現并使用[8][9][10]，一直到清朝甲午战争之前都由中国控制[11][12]。1895年甲午中日战争结束後由日本控制，至第二次世界大戰後由美國控制[13]。1972年5月15日，美國將琉球群島主權移交日本時，一併將釣魚台列嶼的行政管轄權也交給日本，但中華民國政府與中華人民共和國中央人民政府皆認為釣魚台列嶼依地理、歷史和法理均為台灣附屬島嶼，因而引發一系列的主權問題[14]。",釣魚台列嶼是位於東海南部、琉球群島－沖繩群島西部，八重山群島北,,http://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E8%87%BA%E5%88%97%E5%B6%BC,0,0,1,NEXT: 總陸地面積 / DONE,0,1376144409569,1376144409569,2013-08-09 14:38:30 UTC,2013-08-10 14:20:09 UTC
93,"The conversion of CO2 to calcium carbonate requires a source of alkalinity and calcium. One option is the use of industrial waste streams that contain both alkalinity and calcium, for example in the form of calcium hydroxide (Ca(OH)2). Another option is to use alkalinity, such as caustic soda (NaOH), which can be supplied from the conventional industrial manufacturing process. Calera is also developing a proprietary, low energy technology for the production of caustic soda. Calcium, in the form of for example calcium chloride can be naturally occurring or can also be found in the waste streams of existing chemical processes. The Calera process can use either waste or chemical of waste inputs, both resulting in the capture and conversion of CO2 to the special calcium carbonate cement which can then be used to form board products.",The conversion of CO2 to calciu,,http://www.calera.com/site/beneficial-reuse-of-co2/process.html,0,0,4,"",0,1376972459818,1376972459818,2013-08-20 04:20:59 UTC,2013-08-20 04:20:59 UTC
89,"La famille Waller est originaire de Virginie et s'est installée à New York au tournant du XXème siècle pour s'assurer un avenir plus favorable. De 1890 à 1910, ils auront onze enfants dont cinq seulement survivront.

Thomas Wright Waller naît le 21 mai 1904. Vers l'âge de 6 ans, il se familiarise avec le piano d'une voisine puis reçoit quelques leçons d'une certaine Miss Perry. Il suit souvent ses parents qui prêchent au coin des rues. Au temple, il accompagne les chants sur l'orgue, instrument auquel il restera attaché toute sa vie. Son intérêt pour la musique grandit et l'acquisition d'un piano dans le foyer confirme sa vocation, il sera pianiste.

Dans l'orchestre de l'école, il se distingue en jouant des airs à la mode. Lorsqu'il découvre Harlem et sa vie nocturne, le déclic est foudroyant ; il trouve des petits emplois, joue de plus en plus et traîne aux abords des night-clubs afin d'approcher ses idoles. Au désespoir de son père avec lequel il se brouille, il quitte le domicile familial et fait la connaissance de James P. Johnson, alors maître incontesté du stride , devient son élève et son protégé. A 16 ans, il décroche son premier engagement en tenant l'orgue du ""Lincoln Theater"" durant les projections de films muets.

Thomas Wright Waller, qu'on appelle déjà ""Fats"" en raison de sa corpulence, se révèle très doué. Il rencontre Willie ""The Lion"" Smith, autre grande figure de l'école ""Stride"" de Harlem et trouve naturellement sa place dans le milieu professionnel. Sa notoriété ne cesse de grandir tant dans les night-clubs que dans le circuit des soirées privées (rent parties).

En 1922, il grave ses premiers enregistrements, ""Muscle Shoals Blues"" puis ""Birmingham Blues"". Pour la QRS Company, il grave des ""pianos-rolls"" (rouleaux pour piano mécanique). A 20 ans, c'est un artiste reconnu sur toute la scène de Harlem. Il se lie d'amitié avec Andy Razaf, poète et parolier. Ensemble, ils écrivent des comédies musicales pour Broadway. De ces spectacles sont nés des thèmes qui sont aujourd'hui des standards de jazz, comme ""Ain't Misbehavin"", ""Black and Blue"" ou ""Honeysuckle Rose"".

Durant toute sa carrière, Fats Waller ne signera pas loin de 450 compositions. Dans les années 30, sa popularité en tant que pianiste, compositeur et chanteur est immense. Il enregistre ses plus beaux solos de piano, apparaît dans des films (""Stormy Weather"" en 1943) et fait deux tournées en Europe. Chaque apparition en public déclenche les rires et la bonne humeur tant la personnalité de Fats est explosive et truculente. Avec son orchestre ""Fats Waller and his Rhythm"" fondé en 1934, il sillonne les Etats Unis et grave près de 500 titres.

Parmi ses chansons les plus célèbres, citons Squeeze Me (1919), Ain’t Misbehavin’ (1929), Honeysuckle Rose (1929), I’ve Got a Feeling I’m Falling (1929), Blue Turning Grey Over You (1930) et Jitterbug Waltz (1942).

Durant sa tournée triomphale au Royaume-Uni en 1938-1939, il fut invité dans l’une des premières émissions de télévision de la BBC. Il y fit aussi quelques enregistrements, avec un orchestre du nom de Fats Waller & His Continental Rhythm. Il enregistra également sa London Suite en solo.

A la demande des producteurs, il ajoutera à son répertoire de plus en plus de chansons populaires sans intérêt particulier, qu'il interprètera avec les grimaces et pitreries réclamées par le public. Sur la fin de carrière, il confiera à ses amis qu'il est las de son image d'amuseur burlesque et qu'il souffre de ne pas être considéré avant tout, comme un musicien. Seuls ses proches et un public plus averti savaient que derrière le clown se cachait un pianiste complet et d'une grande sensibilité.

Après une succession de tournées harassantes qui l'affaiblissent considérablement, Thomas Fats Waller décède à 39 ans d'une broncho-pneumonie le 15 décembre 1943, dans un train à proximité de Kansas City.",La famille Waller est originair,,http://fr.wikipedia.org/wiki/Fats_Waller,0,0,3,NEXT:  Il suit souvent ses parents /,0,1376293930149,1376293930149,2013-08-12 07:45:16 UTC,2013-08-12 07:52:10 UTC
87,"古代記述[编辑]
中國有關领有釣魚台島的最早文獻，至少可上溯至明朝永樂元年（1403年）的《順風相送》，稱該島為釣魚嶼，称赤尾嶼为 “赤坎嶼” [19]。其後文獻及官方輿圖亦採用「釣魚嶼」名稱，見諸如明朝嘉靖十三年（1534年）第十一任琉球冊封使陳侃所著《使琉球錄》、嘉靖四十一年（1562年）浙江提督胡宗憲幕僚郑若曾編纂之《籌海圖編》、清乾隆三十二年（1767年）乾隆皇帝欽命繪製之《坤輿全圖》[《坤輿全圖》使用閩南語發音，稱為「好魚須」（Hao-yu-su），即「釣魚嶼」]。台灣沿用「釣魚台」名稱至今。中國現代則稱該島為「釣魚島」，有時也用「釣魚台」的名稱。

日本欲佔[编辑]


1885年时任日本外务相的井上馨的覆函，就日本欲占钓鱼诸岛，恐引起清朝的疑虑乃至纷争，决定“暂不轻动”。
1786年日本仙台藩人林子平制作的《三国通览图说》之《琉球国全图》已列出釣魚台群島，並注明這是中國往琉球的航道，98年後，亦即1884年，日本福岡人古賀辰四郎聲稱「發現」釣魚台列嶼，並向日本內務省申請劃入日本國界；日本內務卿山縣有朋就此事致函外務卿井上馨。井上馨於1885年覆函説：「此島嶼近清國之境，較之前番勘察已畢之大東島方圓甚小，且清國已命其島名。近日清國報紙等，風傳我政府欲占台灣近旁之清國所，屬島嶼云云，對我國心懷猜疑，我國已屢遭清政府之警示。此時若公然驟施立國標諸策，則易為清國所疑。竊以為目下可暫使其實地勘察，細報港灣之形狀及有無開 發土地、物產之望，建立國標、開發諸事可留待他日。」[20][16] 山縣有朋因應井上馨建議，覆函沖繩，拒絕馬上在釣魚台訂立國標，並在信件強調事件「勿讓傳媒得悉」[16][21][22]",古代記述[编辑]中國有關领有釣魚台島的最早文獻，至少可上溯,,http://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E8%87%BA%E5%88%97%E5%B6%BC#.E6.AD.B7.E5.8F.B2,0,0,1,NEXT: 其後文獻及官方 / NEXT: 山縣有朋就此事致函 / NEXT: 竊以為目下 /,0,1376499360798,1376499360799,2013-08-10 14:21:36 UTC,2013-08-14 16:56:00 UTC
91,"琉球等島嶼托管[编辑]
1951年日本與美國等48國簽定《舊金山和約》，授權美國托管琉球群島。時值中國國内國共內戰剛暫告一段落，中華民國政府遷往台灣，中華人民共和國政府在大陸成立不久，韓戰爆發，作爲戰勝國的中國（無論是中華民國政府或中華人民共和國政府）和蘇聯被排除《舊金山和約》協簽之外，更未參與簽署承認或批准。中華人民共和國政府在1951年9月18日發表聲明指出該和約的非法性[37][38]，並沒簽署文件認同二戰後把钓鱼岛主权授予日本[34]。
1955年間中華民國國軍一部自大陳島撤退後，曾於釣魚台短暫駐軍[39]，當時中華民國與日本國尚未斷交，但並未有任何國家提出異議或透過其他正式外交途徑抗議。
然而，自二戰後，兩岸對釣魚台的地圖標註仍相當混亂，均未有將釣魚台納入台灣境內，釣魚台的標示採用「尖閣諸島」等名稱。中華民國教科書與地圖直至1970年以前，皆標示釣魚台為琉球列島美國民政府托管。中華人民共和國1956年第一版中國分省地圖和1962年第二版均在地圖中說明：此地圖是「根據抗戰時期或解放前申報地圖繪制」。反映中華人民共和國經歷國共內戰等事件後，並未有條件對全國領土進行勘查，但這些資料均被日方視為支持釣魚台作為日本領土的證據。
迄至1969年於釣魚台相關海域發現石油之前，日本並未在該島建立任何表明領土歸屬的標樁。同樣此前中方之中華民國或中華人民共和國，亦未曾強調自己對釣魚台列嶼的領有權[40][11]。1969年5月，聯合國亞洲暨遠東經濟委員會勘察中國東海、台灣海峽北方後，認為該處蘊藏龐大的天然氣或石油；1970年8月31日，在美国监督下的沖繩政府立法院起草了《关于申请尖阁列岛领土防卫的决定》，这是在钓鱼群岛主权争执中，日本方面首次公开主张对该群岛拥有主权[41][42]。同年，美國提出將沖繩及釣魚台交還日本，1971年中國大陸及台灣正式提出抗議。1972年5月15日，美國將琉球主權移交日本時，不理中方反對[30][31][34]，一併將釣魚台列嶼的行政管轄權也交給日本，但美國同時指，在釣魚台的最終主權問題上採取中立態度，這亦是美國國務院截至2010年9月前的態度[43][34]。",琉球等島嶼托管[编辑]1951年日本與美國等48國簽定《舊,,http://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E8%87%BA%E5%88%97%E5%B6%BC#.E7.90.89.E7.90.83.E7.AD.89.E5.B3.B6.E5.B6.BC.E6.89.98.E7.AE.A1,0,0,1,NEXT=中華人民共和國政府在1951年 / NEXT=1970年8月31日，在美 /,0,1377474927327,1377474927327,2013-08-18 05:01:38 UTC,2013-08-25 23:55:27 UTC
88,"독도(獨島)는 동해의 남서부, 울릉도와 오키 제도 사이에 있는 섬으로 동도와 서도를 포함한 총 91개의 크고 작은 섬들로 이루어져 있다.[1][2] 독도의 동도는 동경 131도 52분 10.4초, 북위 37도 14분 26.8초에 자리잡고 있고, 서도는 동경 131도 51분 54.6초, 북위 37도 14분 30.6초에 위치해 있다.[3]
이 섬은 현재 대한민국이 실효 지배하고 있으며, 일본이 섬의 영유권을 주장하고 있는 영토 분쟁 지역이다.[4] 대한민국에서는 1952년 당시 이승만 전 대통령이 평화선을 선포하여 일본에 대해 강경하게 맞선 경우를 제외하고는 독도 문제에 대하여 대체적으로 ‘조용한 외교’정책을 취하고 있다.[5] 일본에서는 이 섬을 대한민국이 불법으로 점거하고 있다고 주장하고 있으며, 대한민국이 이 섬을 일본에 반환할 것을 요구하고 있다.","독도(獨島)는 동해의 남서부, 울릉도와 오키 제도 사이에",,http://ko.wikipedia.org/wiki/%EB%8F%85%EB%8F%84,0,0,7,NEXT: 독도의 동도는 /NEXT: 대한민국에서는 / NEXT=조용한 외교,0,1376577366138,1376577366138,2013-08-10 14:27:02 UTC,2013-08-15 14:36:06 UTC
90,"《馬關條約》[编辑]


1919年一 批福建漁民在釣魚島擱淺，得到日人古賀善次營救，翌年北洋政府駐長崎總領事馮冕向古賀發出感謝狀，當中注明「日本帝國沖繩縣八重山郡尖閣列島」等字眼，中國承認釣魚台歸沖繩[23]。
1894年中日甲午戰爭爆發，在戰爭尾聲時，日本於1895年1月14日通過內閣會議決定，聲稱釣魚台為「無主地」，正式劃入日本版圖，要在釣魚台建立國標。[24] 但該內閣決議並未有任何文件遺留，該決定也未由國家最高首脑日本天皇簽屬佈告。1896年日本天皇頒布飭令第十三號，將沖繩縣管轄範圍列為：島尻郡、中頭郡、國頭郡、宮古郡、八重山郡等，其中八重山郡僅包括八重山諸島，並不包括釣魚台；[25] 而且該內閣決議後日本也沒在釣魚島实地建立國標。[11] 4月17日中日雙方簽定《馬關條約》，註明將「臺灣全島及所有附屬各島嶼」割讓與日本，《馬關條約》第三款提到條約粘附的地圖所劃疆界（但据在“日本亚洲历史资料中心（JACAR）”公開的日文原版《馬關條約》其並無粘附台灣地圖 [26]；另外，後来的《中日交還奉天省南邊地方條約》提到《馬關條約》第三款被取消）。
日本在雙方簽定《馬關條約》後將釣魚台納入沖繩县石垣村管轄。有關釣魚台是否為無主地及是否透過《馬關條約》割讓一事，中日雙方存在尖銳矛盾。中方認爲，無論日方認爲《馬關條約》割讓者中是否包括釣魚台列嶼，第二次世界大戰日本戰敗、《馬關條約》廢除後，日本都應遵其無條件投降所接受的《波茨坦公告》和《開羅宣言》將釣魚台列嶼歸還予中國（時由中華民國政府所代表）[27][28][29][30][31][32][33]。
《波茨坦公告》[编辑]
1945年日本因在第二次世界大戰中戰敗接受《波茨坦公告》無條件投降，《波茨坦公告》中第八條重申《開羅宣言》中內容，将日本的主權限制在本州、北海道、九州和四國以及其它由《波茨坦公告》簽署國美國、中國（當時為中華民國政府所代表）、英國所決定的小島。[34]。1946年1月29日，根据《波茨坦公告》的第八条，《联合国盟军最高司令部训令第677号》明确定义日本的版图为“日本的四个主要岛屿（北海道、本州、四国、九州）及包括对马诸岛、北纬30度以北的琉球诸岛的约1000个邻近小岛”；其中不包括釣魚島群島（釣魚島群島最北的黃尾嶼的坐標為 25°56′N；123°41′E，远在北纬30度以南）。[35][36]",《馬關條約》[编辑]1919年一 批福建漁民在釣魚,,http://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E8%87%BA%E5%88%97%E5%B6%BC#.E3.80.8A.E9.A6.AC.E9.97.9C.E6.A2.9D.E7.B4.84.E3.80.8B,0,0,1,NEXT=正式劃入 / DONE,0,1376802044912,1376802044912,2013-08-15 14:17:39 UTC,2013-08-18 05:00:44 UTC
94,"Calera’s Calcium Carbonate, made from CO2, can be used in a variety of applications. The material is produced as a fine, free-flowing white powder.  It can function as a supplementary cementitous material (SCM) in traditional concrete mixes where the environmentally sustainable calcium carbonate can replace a portion of portland cement, helping reduce the overall carbon footprint of traditional concrete. The Calera calcium carbonate can also be used as the sole cement or binder system in concrete products. Calera is also developing wallboard and cement board products where the unique binder can be used instead of gypsum, magnesium oxide, calcium silicate or portland cement.
 
Calera Calcium Carbonate was used as a supplementary cementitous material in several projects including sidewalks in a local municipality and flatwork in a commercial office building  where it replaced approximately 15% of portland cement in the concrete mixture.
 
The unique calcium carbonate cement made in the Calera process can be used without any other cement or binder system to make concrete products. We have demonstrated the ability to make a variety of decorative concrete products such as countertops, plant holders and benches. The products contain traditional sand and aggregate all help together in a concrete mix by the calcium carbonate cement.","Calera’s Calcium Carbonate, mad",,http://www.calera.com/site/beneficial-reuse-of-co2/products.html,0,0,4,"",0,1376972675818,1376972675818,2013-08-20 04:24:35 UTC,2013-08-20 04:24:35 UTC
95,"THE SCIENCE

The Calera process for the capture and conversion of CO2 takes its lead from nature. The earth’s atmosphere has seen even higher concentrations of CO2 in the past and nature has dealt with these high levels of CO2 by a mineralization process whereby marine organisms use CO2 to form calcium carbonate structures that overtime become deposited on the ocean floors. It is estimated that up to 100 million billion tonnes of CO2 have been stored in the geological record in the form of calcium carbonate.
 
CO2 Capture and Use — Inspired by Nature

The special form of calcium carbonate that Calera makes in its process also mimics or copies the form of calcium carbonate that marine organisms use to make their shells and other structures. The special form of calcium carbonate is a cement or binder in that when water and proprietary additives are used, the cement from the Calera process binds together and creates structures with high strength and toughness that are used to make a range of building materials.

Calcium carbonate is known to exist in nature in different forms know as polymorphs. The Calera process results in the production of the vaterite polymorph which when stored in the absence of water is stable. When water and other proprietary additives are added to the vaterite polymorph, a cement reaction occurs in which the vaterite transforms via a dissolution and reprecipitation reaction to form another polymorph of calcium carbonate known as aragonite.  It is this conversion of vaterite to aragonite that results in a material with high strength, just as natural systems, such as nacre (mother of pearl) are also constructed from the aragonite polymorph of calcium carbonate.","THE SCIENCE

The Calera proce",,http://www.calera.com/site/beneficial-reuse-of-co2/science.html,0,0,4,"",0,1376973171700,1376973171700,2013-08-20 04:32:51 UTC,2013-08-20 04:32:51 UTC
96,"主權爭議[编辑]
主条目：釣魚台列嶼主權問題
中華民國政府及中華人民共和國政府均主張二戰後日本歸還台灣與其附屬島嶼時亦應歸還釣魚台列嶼[16][47][48]。
中華民國政府將釣魚台列嶼劃歸台灣宜蘭縣頭城鎮大溪里管轄，其郵遞區號為290[33][49]。
《中华人民共和国领海及毗连区法》將釣魚岛及附属各岛列入领海领土范围，为台湾的附属岛屿[50]；根据该法，中华人民共和国政府公布了钓鱼岛及其附属岛屿的领海基线[51], 即《中華人民共和國政府關於釣魚台列嶼領海基線的聲明》。
日本將其劃歸沖繩縣石垣市管轄，在島上建有燈塔。
保釣運動[编辑]
主条目：保釣運動
自1970年代開始，台灣、中國大陸、香港民眾及海外華人發起了一系列民間運動，也曾多次登島或試圖登島以代政府宣示主權，稱為「保釣運動」。",主權爭議[编辑]主条目：釣魚台列嶼主權問題中華民國政府,,http://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E8%87%BA%E5%88%97%E5%B6%BC#.E4.B8.BB.E6.AC.8A.E7.88.AD.E8.AD.B0,0,0,1,DONE,0,1377536388325,1377536388326,2013-08-26 16:53:02 UTC,2013-08-26 16:59:48 UTC
97,"戰略價值[编辑]


釣魚台與東海的爭議海域
釣魚島列嶼僅為無人島，但其身處中、日兩國之間的沖繩海槽。在大陸架劃分上，中國和日本是相向而不共架的大陸架，由沖繩海槽分隔，但釣魚島位於沖繩海槽的西側上沿。日本如果擁有釣魚台，不僅占領釣魚島列嶼幾座島嶼，其領土將延伸入与中國共架的大陸架上，与中國共享同一大陸架。中國軍事科學學會副秘書長兼少將羅援指出，根據《國際海洋法公約》，如果釣魚台被日本佔據，中日就得按中間線原則劃分大陸架，中國不僅丟失大量的海洋管轄區和海底資源，而且美日對中國的戰略封堵線，將從第一島鏈又前推到中間線以西。
日本近年對東海的調查投入大量資源，按照日本前國土交通大臣扇千景的說法，這些海域中埋藏著足夠日本消耗320年的錳、1300年的鈷、100年的鎳、100年的天然氣，以及其他礦物資源和漁業資源，日本了解，獲得這些海域，將使日本由資源小國而成為東亞的資源大國。至於東海的油氣儲量大約77億噸，亦足日本使用近百年。
地質地勢[编辑]
釣魚台列嶼處於東海海床邊緣，與台灣本島處於同一大陸棚上，全部海床地區水深在200米內，並有大量由長江及黃河沖流入海的堆積物。釣魚台列嶼以南約10海浬，海床地形突變，水深達1000米以上，地質學上稱為「中琉界沟」（俗稱「黑水溝」），並無大陸棚，故釣魚台列嶼在地理上與琉球群島沒有關連，並非現屬日本的琉球本土陸地的自然延伸。「黑水溝」自明朝以來便是中日界限的指標。釣魚台列嶼也是中国明、清时期琉球冊封使航路中所经诸海岛列嶼之一部[61]，这些海岛列嶼在臺灣-宍道褶曲帶[62][63]的南部，其中包括第四紀的小規模玄武岩質火山島，譬如彭佳嶼，黄尾屿[64][65]。
近百年來，台灣漁民經常在釣魚台列嶼水域作業，遇到強風時則駛往釣魚台及南小島之間寬約1.5公里的海峽作避風港。東海一帶整年受東北及西南季風影響，黑潮從台灣東部向東北流，琉球漁民在過去數十年間鮮有到此作業 [66]。",戰略價值[编辑]釣魚台與東海的爭議海域釣魚島列,,http://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E8%87%BA%E5%88%97%E5%B6%BC#.E6.88.B0.E7.95.A5.E5.83.B9.E5.80.BC,0,0,1,NEXT=東海一帶整年 / DONE,0,1377956858612,1377956858612,2013-08-26 16:58:43 UTC,2013-08-31 13:47:38 UTC
98,"釣魚台列嶼主權問題，是就釣魚台列嶼之主權歸屬中華人民共和國、日本國或中華民國的爭議[1][2][3][4][5][6][7][8][9][10][11]。中華人民共和國政府[3][4][6][7]和中華民國政府[2][8][12][13][14][15]皆主張釣魚台列嶼依歷史、法理及地理係台灣附屬島嶼，分別宣稱主權[16][17][1]；而日本官方立場主張該列島係日本依“無主地先佔”原則領有，附属沖繩縣（琉球群島）[11]。歷史與現狀[编辑]
背景資料、最早發現及有效行使主權[编辑]
地理上釣魚岛距離台灣彭佳嶼約140千米，距離日本石垣島約175千米。釣魚岛是中國在明朝或更早（至少可上溯至1372年）先發現的[18][19][10]，此點不存在官方争議。[來源請求]
在18世纪以前，15至16世紀，在國際法上是“發現即領有”的時代[20][21]。中華人民共和國和中華民國方面都認爲中國在明朝不仅早先發現，而且1534年（明嘉靖十三年）明朝第11任册封使陈侃的《使琉球录》[22]、1561年（明嘉靖四十一年）的《籌海圖編•沿海山沙圖》[23]的編纂記載等，證實當時已實施了有效主權支配，因此中方對釣魚島群島早已擁有無可辨駁的主權。[24][25][18][20][26][27]1556年，郑舜功奉命赴日考察后撰写的《日本一鉴•万里长歌》中明确记载了钓鱼岛属于台湾：“……钓鱼屿小东小屿也”（“小东”即当时对台湾的称呼），说明中国当时已认定钓鱼岛等岛屿是台湾的附属岛屿。[19][28]到1683年中國清朝时期，清政府在澎湖海戰迫使鄭克塽投降，康熙帝將台灣劃入大清帝國版圖，歸福建省管轄。清朝的第二任琉球的册封使汪楫于康熙二十二年（1683年）在其使録《使琉球錄》卷五中，对赤嶼（属钓鱼列岛）和姑米山（属琉球王国）之间的海域有着“中外之界”的描述。[29][30][26][31]故此中方無論是北京還是台北在正式官方聲明中均堅稱釣魚島列島是自己的固有領土[3][2]。
但日本政府的觀點是，在甲午戰爭開始後、日本簽訂《馬關條約》三個月前（即1895年1月），經過日本政府的多次实地考察，慎重确认该地不单是无人岛，而且也没有清国统治所及的迹象后，才定義釣魚岛為無主地，並於1895年正式将其编入日本领土。因此在历史地理上，钓鱼岛群岛是构成日本南西诸岛的一部分，而不是包含在《马关条约》中得自于中国清朝割让的領土，所以钓鱼岛群岛不在日本根据《旧金山和约》必须放弃的领土之内，而是根据该和约第3条作为南西诸岛的一部分置于美国的行政管理之下。此外日本是依据国际法“先占”原则行事，并通过民间实现了有效统治。[11][32]
從包括1906年奥本海（L. Oppenheim）和1928年休伯尔（Max Huber）闡述的國際法「先占」原則來看，占領一塊無主土地必須合乎下列五項步驟：⑴領有的企圖、⑵無主地的確認、⑶占領的宣告、⑷占領的行動、⑸實效管轄，才能成立。[20][21]",釣魚台列嶼主權問題，是就釣魚台列嶼之主權歸屬中華人民共和國、日,,https://zh.wikipedia.org/wiki/%E9%87%A3%E9%AD%9A%E5%8F%B0%E5%88%97%E5%B6%BC%E4%B8%BB%E6%AC%8A%E5%95%8F%E9%A1%8C,0,0,1,DONE,0,1377957825604,1377957825604,2013-08-31 13:49:18 UTC,2013-08-31 14:03:45 UTC
106,"中新网上海9月29日电 (记者 李佳佳)中国(上海)自由贸易试验区29日举行挂牌仪式，中共中央政治局委员、上海市委书记韩正出席仪式，并为“中国(上海)自由贸易试验区”挂牌。

　　中国商务部部长高虎城和中共上海市委副书记、市长杨雄共同为“中国(上海)自由贸易试验区管委会”挂牌。

　　“中国(上海)自由贸易试验区”和“中国(上海)自由贸易试验区管委会”的挂牌，标志着中国(上海)自由贸易试验区正式启动运作，将促进政府职能转变，积极探索管理模式创新，形成可复制、可推广的经验，更好地服务全国发展。

　　当天，国家有关部门及上海市领导还为第一批入驻自贸试验区的企业和金融机构代表颁发了证照，挂牌仪式由上海市委常委、副市长艾宝俊主持。



　　据了解，当天挂牌仪式的金融类颁证项目包括中国工商银行中国(上海)自由贸易试验区分行、交银金融租赁公司中国(上海)自由贸易试验区专业子公司等9家中资金融机构，以及花旗银行(中国)有限公司中国(上海)自由贸易试验区支行、星展银行(中国)有限公司中国(上海)自由贸易试验区支行这2家外资金融机构。",中新网上海9月29日电 (记者 李佳佳)中国(上海)自由贸易试,,http://finance.chinanews.com/cj/2013/09-29/5335136.shtml,0,0,1,"",0,1380441233690,1380441233690,2013-09-29 07:53:53 UTC,2013-09-29 07:53:53 UTC
