Word,words
2014-03-14 04:56:56 +0000
id,w1,w2,w3,text_ids,text_id,lang_id,dbId,created_at_mill,updated_at_mill,created_at,updated_at
50,巴黎,"",ba1li0,,14,1,0,1367422398562,1367422398562,2013-04-28 00:13:48 UTC,2013-05-01 15:33:18 UTC
51,度过,暮らす,du4guo4,,14,1,0,1367422403023,1367422403023,2013-04-28 00:14:26 UTC,2013-05-01 15:33:23 UTC
52,擁有,"",yong1you3,,14,1,0,1367422407100,1367422407100,2013-04-28 00:15:13 UTC,2013-05-01 15:33:27 UTC
53,雙重,"",shuang1chong2,,14,1,0,1367422411301,1367422411301,2013-04-28 00:15:34 UTC,2013-05-01 15:33:31 UTC
56,几何,"",ji3he2,,14,1,0,1367422449001,1367422449001,2013-04-28 00:17:03 UTC,2013-05-01 15:34:09 UTC
57,广为人知,known among people,guang3wei2ren2zhi1,,14,1,0,1367422469689,1367422469689,2013-04-28 00:18:12 UTC,2013-05-01 15:34:29 UTC
58,浓厚,"",nong2hou4,,15,1,0,1367422473183,1367422473183,2013-04-28 00:34:05 UTC,2013-05-01 15:34:33 UTC
59,气氛,"",qi4fen1,,15,1,0,1367422476678,1367422476678,2013-04-28 00:35:12 UTC,2013-05-01 15:34:36 UTC
60,牙科,"",ya2ke1,,15,1,0,1367422480286,1367422480286,2013-04-28 00:35:38 UTC,2013-05-01 15:34:40 UTC
61,启蒙,"",qi3meng2,,15,1,0,1367422487145,1367422487145,2013-04-28 00:36:14 UTC,2013-05-01 15:34:47 UTC
62,得益于,おかげで,de2yi4yu2,,15,1,0,1367422490957,1367422490957,2013-04-28 00:36:51 UTC,2013-05-01 15:34:50 UTC
63,叔叔,"",shu1shu0,,15,1,0,1367422502237,1367422502237,2013-04-28 00:37:16 UTC,2013-05-01 15:35:02 UTC
64,佐列姆,"",zuo3lie4mu3,,15,1,0,1367422511514,1367422511514,2013-04-28 00:56:00 UTC,2013-05-01 15:35:11 UTC
65,芒德勃罗伊,"",mang2de2bo2luo1yi1,,15,1,0,1367422515874,1367422515874,2013-04-28 00:56:33 UTC,2013-05-01 15:35:15 UTC
36,nannte,called,< nennen,,13,2,0,1391482520981,1391482520981,2013-04-27 07:13:56 UTC,2014-02-04 02:55:20 UTC
14,從而,thus,cong2er2,,5,1,0,1367572680111,1367572680111,2013-04-24 07:57:25 UTC,2013-05-03 09:18:00 UTC
3841,戈长根,Ge1--,"",,268,1,0,1394103577342,1394103577343,2014-03-06 10:59:37 UTC,2014-03-06 10:59:37 UTC
99,处置,deal with,chu3zhi4,,19,1,0,1367231961418,1367231961418,2013-04-29 10:39:21 UTC,2013-04-29 10:39:21 UTC
100,表彰,褒め称える,biao3zhang1,,19,1,0,1367232001614,1367232001614,2013-04-29 10:40:01 UTC,2013-04-29 10:40:01 UTC
101,纷纷,one after another,fen1fen1,,19,1,0,1367232032401,1367232032401,2013-04-29 10:40:32 UTC,2013-04-29 10:40:32 UTC
102,droht,threatens,:v.p3,,20,2,0,1367248458726,1367248458726,2013-04-29 15:14:03 UTC,2013-04-29 15:14:18 UTC
103,reicht,enough,:v.p3,,20,2,0,1367248545210,1367248545210,2013-04-29 15:15:45 UTC,2013-04-29 15:15:45 UTC
104,Wachstum,growth,"",,20,2,0,1367248569677,1367248569678,2013-04-29 15:16:09 UTC,2013-04-29 15:16:09 UTC
105,Inflationierung,inflation,"",,20,2,0,1367248587760,1367248587760,2013-04-29 15:16:27 UTC,2013-04-29 15:16:27 UTC
106,ausgerichtete,aligned,:p.p.,,20,2,0,1367248688347,1367248688348,2013-04-29 15:18:08 UTC,2013-04-29 15:18:08 UTC
107,skeptisch,skeptical,"",,20,2,0,1367248720990,1367248720990,2013-04-29 15:18:40 UTC,2013-04-29 15:18:40 UTC
108,Haltung,stance,"",,20,2,0,1367248739067,1367248739067,2013-04-29 15:18:59 UTC,2013-04-29 15:18:59 UTC
109,Ratingagentur,rating agency,"",,20,2,0,1367248762657,1367248762657,2013-04-29 15:19:22 UTC,2013-04-29 15:19:22 UTC
110,geändert,changed,:v :past,,20,2,0,1367248819365,1367248819365,2013-04-29 15:20:19 UTC,2013-04-29 15:20:19 UTC
111,Risiko,risk,"",,20,2,0,1367248842048,1367248842048,2013-04-29 15:20:42 UTC,2013-04-29 15:20:42 UTC
112,Bonitätsabstufung,down grading,"",,20,2,0,1367248893244,1367248893244,2013-04-29 15:21:33 UTC,2013-04-29 15:21:33 UTC
113,wenig,little,:d,,20,2,0,1367248919676,1367248919676,2013-04-29 15:21:59 UTC,2013-04-29 15:21:59 UTC
114,betrage,amounts to,"",,20,2,0,1367248956451,1367248956451,2013-04-29 15:22:36 UTC,2013-04-29 15:22:36 UTC
115,Drittel,third,:n,,20,2,0,1367248987621,1367248987622,2013-04-29 15:23:07 UTC,2013-04-29 15:23:07 UTC
116,teilte,announce,+mit,,20,2,0,1367249031821,1367249031821,2013-04-29 15:23:51 UTC,2013-04-29 15:23:51 UTC
117,Dienstag,Tuesday,"",,20,2,0,1367249084005,1367249084005,2013-04-29 15:24:44 UTC,2013-04-29 15:24:44 UTC
118,bewertet,rated,:v :past,,20,2,0,1367249201168,1367249201168,2013-04-29 15:26:41 UTC,2013-04-29 15:26:41 UTC
119,Kreditwürdigkeit,credit-worthiness,"",,20,2,0,1367249233012,1367249233012,2013-04-29 15:27:13 UTC,2013-04-29 15:27:13 UTC
120,zurzeit,currently,"",,20,2,0,1367249253384,1367249253384,2013-04-29 15:27:33 UTC,2013-04-29 15:27:33 UTC
121,vierthöchst,fourth-highest,"",,20,2,0,1367249288896,1367249288896,2013-04-29 15:28:08 UTC,2013-04-29 15:28:08 UTC
122,allerdings,however,"",,20,2,0,1367249316094,1367249316094,2013-04-29 15:28:36 UTC,2013-04-29 15:28:36 UTC
123,Ausblick,outlook,"",,20,2,0,1367249331515,1367249331515,2013-04-29 15:28:51 UTC,2013-04-29 15:28:51 UTC
124,Abstufung,gradation,"",,20,2,0,1367249388238,1367249388238,2013-04-29 15:29:48 UTC,2013-04-29 15:29:48 UTC
125,传出,伝える,chuan2chu1,,21,1,0,1367285932970,1367285932970,2013-04-30 01:38:52 UTC,2013-04-30 01:38:52 UTC
126,怀疑,"",huai2yi2,,21,1,0,1367286051256,1367286051256,2013-04-30 01:40:51 UTC,2013-04-30 01:40:51 UTC
127,不胫而走,飛ぶように売れる,bu4jing4er2zou3,,21,1,0,1367286108481,1367286108481,2013-04-30 01:41:48 UTC,2013-04-30 01:41:48 UTC
128,迫使,"",po4shi3,,21,1,0,1367286134034,1367286134034,2013-04-30 01:42:14 UTC,2013-04-30 01:42:14 UTC
129,苏贞昌,"",Su1zhen1chang1,,21,1,0,1367286172412,1367286172412,2013-04-30 01:42:52 UTC,2013-04-30 01:42:52 UTC
130,澄清,clarify,cheng2qing1,,21,1,0,1367286200438,1367286200438,2013-04-30 01:43:20 UTC,2013-04-30 01:43:20 UTC
131,时松时紧,"",shi2song1shi2jin3,,21,1,0,1367286250593,1367286250593,2013-04-30 01:44:10 UTC,2013-04-30 01:44:10 UTC
132,原则,"",yuan2ze2,,21,1,0,1367286270587,1367286270587,2013-04-30 01:44:30 UTC,2013-04-30 01:44:30 UTC
133,鉴于,"",jian4yu2,,21,1,0,1367286293255,1367286293255,2013-04-30 01:44:53 UTC,2013-04-30 01:44:53 UTC
134,审查,"",shen3cha2,,21,1,0,1367286325282,1367286325282,2013-04-30 01:45:25 UTC,2013-04-30 01:45:25 UTC
135,纲领,programme,gang1ling3,,21,1,0,1367286362050,1367286362050,2013-04-30 01:46:02 UTC,2013-04-30 01:46:02 UTC
136,酶,酵素,mei2,,22,1,0,1367286944344,1367286944344,2013-04-30 01:55:44 UTC,2013-04-30 01:55:44 UTC
137,hülflos,helpless,"",,23,2,0,1367289435717,1367289435717,2013-04-30 02:37:15 UTC,2013-04-30 02:37:15 UTC
138,aussagen,testify,"",,23,2,0,1367289461175,1367289461175,2013-04-30 02:37:41 UTC,2013-04-30 02:37:41 UTC
3842,代葬,-zang4,"",,268,1,0,1394103619798,1394103619799,2014-03-06 11:00:19 UTC,2014-03-06 11:00:19 UTC
78,überdenkt,reconsiders,:v.p3,,17,2,0,1367422315626,1367422315627,2013-04-29 02:18:12 UTC,2013-05-01 15:31:55 UTC
3843,夏元芝,--zhi1,"",,268,1,0,1394103674430,1394103674430,2014-03-06 11:01:14 UTC,2014-03-06 11:01:14 UTC
3844,汉奸,-jian1,"",,268,1,0,1394103707785,1394103707785,2014-03-06 11:01:47 UTC,2014-03-06 11:01:47 UTC
80,谴责,"",qian3ze2,,18,1,0,1367228014071,1367228014071,2013-04-29 09:33:34 UTC,2013-04-29 09:33:34 UTC
81,违反,"",wei2fan3,,18,1,0,1367228046696,1367228046696,2013-04-29 09:34:06 UTC,2013-04-29 09:34:06 UTC
82,清单,目録,qing1dan1,,18,1,0,1367228130258,1367228130258,2013-04-29 09:35:30 UTC,2013-04-29 09:35:30 UTC
83,物项,item,wu4xiang4,,18,1,0,1367228193617,1367228193617,2013-04-29 09:36:33 UTC,2013-04-29 09:36:33 UTC
84,游艇,yacht,you2ting3,,18,1,0,1367228220698,1367228220698,2013-04-29 09:37:00 UTC,2013-04-29 09:37:00 UTC
85,豪华,"",hao2hua2,,18,1,0,1367228242702,1367228242702,2013-04-29 09:37:22 UTC,2013-04-29 09:37:22 UTC
86,珠宝,jewelry,zhu1bao3,,18,1,0,1367228269852,1367228269852,2013-04-29 09:37:49 UTC,2013-04-29 09:37:49 UTC
87,奢侈,"",she1chi3,,18,1,0,1367228291946,1367228291946,2013-04-29 09:38:11 UTC,2013-04-29 09:38:11 UTC
88,及时,immediately,ji2shi2,,18,1,0,1367228335966,1367228335967,2013-04-29 09:38:55 UTC,2013-04-29 09:38:55 UTC
89,维吾尔,"",wei2wu2ei3,,19,1,0,1367231541944,1367231541944,2013-04-29 10:32:21 UTC,2013-04-29 10:32:21 UTC
90,喀什,Kashi,ka1shen2,,19,1,0,1367231572859,1367231572859,2013-04-29 10:32:52 UTC,2013-04-29 10:32:52 UTC
91,英勇,"",ying1yong3,,19,1,0,1367231605288,1367231605289,2013-04-29 10:33:25 UTC,2013-04-29 10:33:25 UTC
92,烈士,martyr,lie4shi4,,19,1,0,1367231632177,1367231632177,2013-04-29 10:33:52 UTC,2013-04-29 10:33:52 UTC
93,追悼,memorial,zhui1dao4,,19,1,0,1367231672185,1367231672185,2013-04-29 10:34:32 UTC,2013-04-29 10:34:32 UTC
94,默哀,"",mo4ai1,,19,1,0,1367231713956,1367231713956,2013-04-29 10:35:13 UTC,2013-04-29 10:35:13 UTC
95,鞠躬,bow,ju1gong1,,19,1,0,1367231732407,1367231732407,2013-04-29 10:35:32 UTC,2013-04-29 10:35:32 UTC
96,悼念,"",dao4nian4,,19,1,0,1367231764821,1367231764821,2013-04-29 10:36:04 UTC,2013-04-29 10:36:04 UTC
97,模范,"",mo2fan4,,19,1,0,1367231887574,1367231887574,2013-04-29 10:38:07 UTC,2013-04-29 10:38:07 UTC
98,隆重,grand,long2zhong4,,19,1,0,1367231942495,1367231942495,2013-04-29 10:39:02 UTC,2013-04-29 10:39:02 UTC
139,fühlt,feels,:v.p3,,23,2,0,1367289500139,1367289500139,2013-04-30 02:38:20 UTC,2013-04-30 02:38:20 UTC
140,dieweil,forasmuch,"",,23,2,0,1367289551490,1367289551490,2013-04-30 02:39:11 UTC,2013-04-30 02:39:11 UTC
141,festlich,festive,"",,23,2,0,1367289568876,1367289568876,2013-04-30 02:39:28 UTC,2013-04-30 02:39:28 UTC
142,vollzieht,takes,:v.p3,,23,2,0,1367289596209,1367289596209,2013-04-30 02:39:56 UTC,2013-04-30 02:39:56 UTC
143,aufgehoben,cancelled,:v.pp,,23,2,0,1367289644822,1367289644822,2013-04-30 02:40:44 UTC,2013-04-30 02:40:44 UTC
144,Sopraporten,Sopraporten,"",,23,2,0,1367289686752,1367289686752,2013-04-30 02:41:26 UTC,2013-04-30 02:41:26 UTC
145,kniet,keels,:v.p3,,23,2,0,1367289708236,1367289708236,2013-04-30 02:41:48 UTC,2013-04-30 02:41:48 UTC
146,Engel,angel,"",,23,2,0,1367289727537,1367289727537,2013-04-30 02:42:07 UTC,2013-04-30 02:42:07 UTC
147,Zerstreuter,airborne,"",,24,2,0,1367289987922,1367289987922,2013-04-30 02:46:27 UTC,2013-04-30 02:46:27 UTC
79,Absatzkrise,sales crisis,"",,17,2,0,1367422323300,1367422323300,2013-04-29 02:18:52 UTC,2013-05-01 15:32:03 UTC
148,seitdem,since,"",,24,2,0,1367290034642,1367290034642,2013-04-30 02:47:14 UTC,2013-04-30 02:47:14 UTC
149,erschienst,who appeared,"",,24,2,0,1367290059873,1367290059874,2013-04-30 02:47:39 UTC,2013-04-30 02:47:39 UTC
150,kaum,hardly,"",,24,2,0,1367290099226,1367290099226,2013-04-30 02:48:19 UTC,2013-04-30 02:48:19 UTC
151,jemals,ever,"",,24,2,0,1367290113990,1367290113990,2013-04-30 02:48:33 UTC,2013-04-30 02:48:33 UTC
152,traurig,sad,"",,24,2,0,1367290132455,1367290132455,2013-04-30 02:48:52 UTC,2013-04-30 02:48:52 UTC
153,je,each,"",,24,2,0,1367290153045,1367290153045,2013-04-30 02:49:13 UTC,2013-04-30 02:49:13 UTC
154,erfreut,pleased,"",,24,2,0,1367290190400,1367290190400,2013-04-30 02:49:50 UTC,2013-04-30 02:49:50 UTC
155,strahlend,bright,"",,24,2,0,1367290216545,1367290216545,2013-04-30 02:50:16 UTC,2013-04-30 02:50:16 UTC
156,Dienst,service,"",,24,2,0,1367290239475,1367290239475,2013-04-30 02:50:39 UTC,2013-04-30 02:50:39 UTC
157,soll wie,how to,"",,23,2,0,1367290326739,1367290326739,2013-04-30 02:52:06 UTC,2013-04-30 02:52:06 UTC
158,检测,detect,jian3ce4,,1,1,0,1367302156941,1367302156941,2013-04-30 06:09:16 UTC,2013-04-30 06:09:16 UTC
159,感染,"",gan3ran3,,4,1,0,1367311771878,1367311771878,2013-04-30 08:49:31 UTC,2013-04-30 08:49:31 UTC
160,流行,"",liu2xing2,,4,1,0,1367312594463,1367312594463,2013-04-30 09:03:14 UTC,2013-04-30 09:03:14 UTC
187,utiliser,use,"",,28,3,0,1367460981730,1367460981730,2013-05-02 02:16:21 UTC,2013-05-02 02:16:21 UTC
161,发烧,熱を出す,fa1shao1,,6,1,0,1367339788786,1367339788786,2013-04-30 16:34:10 UTC,2013-04-30 16:36:28 UTC
162,构型,配置,gou4xing2,,22,1,0,1367382745564,1367382745565,2013-05-01 04:32:25 UTC,2013-05-01 04:32:25 UTC
2,监测,Monitor,jian1ce4,,1,1,0,1367421556292,1367421556293,2013-04-24 00:18:37 UTC,2013-05-01 15:19:16 UTC
3,确诊,"",que4zhen3,,2,1,0,1367421561125,1367421561125,2013-04-24 00:19:24 UTC,2013-05-01 15:19:21 UTC
4,患者,"",huan4zhe3,,2,1,0,1367421564328,1367421564328,2013-04-24 00:20:26 UTC,2013-05-01 15:19:24 UTC
5,卡巴拉,"",ka3ba1la1,,5,1,0,1367421567564,1367421567564,2013-04-24 07:49:23 UTC,2013-05-01 15:19:27 UTC
12,类别,Category,lei4bie2,,5,1,0,1367421986867,1367421986867,2013-04-24 07:55:39 UTC,2013-05-01 15:26:26 UTC
22,埃及,"",ai1ji2,,10,1,0,1367422062162,1367422062162,2013-04-26 14:06:12 UTC,2013-05-01 15:27:42 UTC
23,寿险,life insurance,shou4xian3,,10,1,0,1367422066874,1367422066874,2013-04-26 14:07:46 UTC,2013-05-01 15:27:46 UTC
35,Teilzeittätigkeit,part time job,"",,13,2,0,1367422189783,1367422189784,2013-04-27 07:13:14 UTC,2013-05-01 15:29:49 UTC
75,échelle,scale,:n,,16,3,0,1367422287251,1367422287251,2013-04-28 01:05:48 UTC,2013-05-01 15:31:27 UTC
76,rugosité,roughness,"",,16,3,0,1367422294573,1367422294573,2013-04-28 02:06:09 UTC,2013-05-01 15:31:34 UTC
77,Autobauer,carmaker,"",,17,2,0,1367422307030,1367422307030,2013-04-29 02:07:44 UTC,2013-05-01 15:31:47 UTC
54,國籍,"",guo2ji2,,14,1,0,1367422415643,1367422415643,2013-04-28 00:15:57 UTC,2013-05-01 15:33:35 UTC
55,分形,fractal,fen1xing,,14,1,0,1367422424404,1367422424404,2013-04-28 00:16:37 UTC,2013-05-01 15:33:44 UTC
164,核酶,ribozyme,he2mei2,,26,1,0,1367423318482,1367423318482,2013-05-01 15:48:38 UTC,2013-05-01 15:48:38 UTC
165,抑制,"",yi3zhi4,,26,1,0,1367423496262,1367423496262,2013-05-01 15:51:36 UTC,2013-05-01 15:51:36 UTC
166,电磁波,"",dian4ci2bo1,,26,1,0,1367423592236,1367423592236,2013-05-01 15:53:12 UTC,2013-05-01 15:53:12 UTC
167,应用,"",ying4yong4,,26,1,0,1367423627562,1367423627562,2013-05-01 15:53:47 UTC,2013-05-01 15:53:47 UTC
189,possèdent ,有 you3,"",,28,3,0,1367461073942,1367461073942,2013-05-02 02:17:53 UTC,2013-05-02 02:17:53 UTC
190,parce que,因为,"",,28,3,0,1367461117818,1367461117819,2013-05-02 02:18:37 UTC,2013-05-02 02:18:37 UTC
191,somme,总和,"",,28,3,0,1367461145994,1367461145994,2013-05-02 02:19:05 UTC,2013-05-02 02:19:05 UTC
192,tel,such,"",,28,3,0,1367461197681,1367461197681,2013-05-02 02:19:57 UTC,2013-05-02 02:19:57 UTC
193,côté,side,"",,28,3,0,1367461234669,1367461234669,2013-05-02 02:20:34 UTC,2013-05-02 02:20:34 UTC
168,污渍,"",wu1zi4,,26,1,0,1367423875399,1367423875399,2013-05-01 15:54:13 UTC,2013-05-01 15:57:55 UTC
169,样本,"",yang4ben3,,1,1,0,1367424062042,1367424062042,2013-05-01 16:01:02 UTC,2013-05-01 16:01:02 UTC
1,送检,"",song4jian3,,1,1,0,1367424333438,1367424333438,2013-04-24 00:18:03 UTC,2013-05-01 16:05:33 UTC
194,hypoténuse,斜边 xi3bian1,"",,28,3,0,1367461294946,1367461294946,2013-05-02 02:21:34 UTC,2013-05-02 02:21:34 UTC
195,opposé à,opposite,"",,28,3,0,1367461325718,1367461325718,2013-05-02 02:22:05 UTC,2013-05-02 02:22:05 UTC
170,陶片,pottery,tao2pian4,,27,1,0,1367459414266,1367459414266,2013-05-02 01:47:36 UTC,2013-05-02 01:50:14 UTC
171,巴比伦,"",Ba1bi3lun2,,27,1,0,1367459459470,1367459459470,2013-05-02 01:50:59 UTC,2013-05-02 01:50:59 UTC
172,求得,obtain,qiu2de2,,27,1,0,1367459611751,1367459611751,2013-05-02 01:53:31 UTC,2013-05-02 01:53:31 UTC
173,欧几里得,Euclid,Ou1ji3li3de2,,27,1,0,1367459723606,1367459723606,2013-05-02 01:55:23 UTC,2013-05-02 01:55:23 UTC
174,抽象,abstract,chou1xiang4,,27,1,0,1367459781547,1367459781547,2013-05-02 01:56:21 UTC,2013-05-02 01:56:21 UTC
175,婆羅摩笈多,Brahmagupta,Po2luo2mo2ji2duo1,,27,1,0,1367459861115,1367459861115,2013-05-02 01:57:34 UTC,2013-05-02 01:57:41 UTC
176,花拉子密,Hua1la1zi3mi4,"",,27,1,0,1367459972319,1367459972319,2013-05-02 01:59:32 UTC,2013-05-02 01:59:32 UTC
177,亚伯拉罕,Abraham,Ya4bo2la1han3,,27,1,0,1367460041029,1367460041030,2013-05-02 02:00:41 UTC,2013-05-02 02:00:41 UTC
178,巴希亚,Bahia,Ba1xi1ya4,,27,1,0,1367460085960,1367460085960,2013-05-02 02:01:25 UTC,2013-05-02 02:01:25 UTC
179,拉丁,Latin,la1ding1,,27,1,0,1367460125064,1367460125064,2013-05-02 02:02:05 UTC,2013-05-02 02:02:05 UTC
